Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output.BodyModel.SelectedOutput.Left.Leg.JointMomentMeasure.HipFlexion
 1.810000000000000e+00,-1.018126703656665e+01
 1.820000000000000e+00,-9.999163176693880e+00
 1.830000000000000e+00,-8.798504577260967e+00
 1.840000000000000e+00,-8.382239227621689e+00
 1.850000000000000e+00,-7.986106068214753e+00
 1.860000000000000e+00,-7.678427988485111e+00
 1.870000000000000e+00,-7.305253357273978e+00
 1.880000000000000e+00,-6.702631196832078e+00
 1.890000000000000e+00,-5.701899732444858e+00
 1.900000000000000e+00,-3.826494621030260e+00
 1.910000000000000e+00,-1.353926288015503e+00
 1.920000000000000e+00,-5.499250788032490e-01
 1.930000000000000e+00,-1.565556378576980e+00
 1.940000000000000e+00,-2.094367459492395e+00
 1.950000000000000e+00,-7.243112227808453e-01
 1.960000000000000e+00,-1.024406298635374e+01
 1.970000000000000e+00, 1.776062887297045e+01
 1.980000000000000e+00, 1.801962329401377e+01
 1.990000000000000e+00, 1.819413280605871e+01
 2.000000000000000e+00, 1.822322983604893e+01
 2.010000000000000e+00, 1.808524063303264e+01
 2.020000000000000e+00, 1.776278120357880e+01
 2.030000000000000e+00, 1.736865596047453e+01
 2.040000000000000e+00, 1.687495377095597e+01
 2.050000000000000e+00, 1.635002222773160e+01
 2.060000000000000e+00, 1.583734906178830e+01
 2.070000000000000e+00, 1.533348100171176e+01
 2.080000000000000e+00, 1.484503765611010e+01
 2.090000000000000e+00, 1.439025382278799e+01
 2.100000000000000e+00, 1.397449183595450e+01
 2.110000000000000e+00, 1.357006935103499e+01
 2.120000000000000e+00, 1.313963089326850e+01
 2.130000000000000e+00, 1.266396041496599e+01
 2.140000000000000e+00, 1.212556148340363e+01
 2.150000000000000e+00, 1.154929765386966e+01
 2.160000000000000e+00, 1.092088935320389e+01
 2.170000000000000e+00, 1.024192987478984e+01
 2.180000000000000e+00, 9.493936127695285e+00
 2.190000000000000e+00, 8.676003529945277e+00
 2.200000000000000e+00, 7.782080389419751e+00
 2.210000000000000e+00, 6.808035528277005e+00
 2.220000000000000e+00, 5.753347582993555e+00
 2.230000000000000e+00, 4.623003034810404e+00
 2.240000000000000e+00, 3.429562138347837e+00
 2.250000000000000e+00, 2.195662168538322e+00
 2.260000000000000e+00, 9.582003205553068e-01
 2.270000000000000e+00,-2.365338333187585e-01
 2.280000000000000e+00,-1.323620216190192e+00
 2.290000000000000e+00,-2.219842569684082e+00
 2.300000000000000e+00,-2.805498301371466e+00
 2.310000000000000e+00,-2.875729188505477e+00
 2.320000000000000e+00,-2.349484944837907e+00
 2.330000000000000e+00,-2.398271028042927e+01
 2.340000000000000e+00,-2.109782019538709e+01
 2.350000000000000e+00,-2.245102311565607e+01
 2.360000000000000e+00,-2.553938666278414e+01
 2.370000000000000e+00,-2.999180495357568e+01
 2.380000000000000e+00,-3.578014930625393e+01
 2.390000000000000e+00,-4.174092462524366e+01
 2.400000000000000e+00,-4.610214124843974e+01
 2.410000000000000e+00,-4.881846276831676e+01
 2.420000000000000e+00,-5.039200624933034e+01
 2.430000000000000e+00,-4.893892643239940e+01
 2.440000000000000e+00,-4.568619991553493e+01
 2.450000000000000e+00,-4.357949441803903e+01
 2.460000000000000e+00,-4.188571657578304e+01
 2.470000000000000e+00,-4.016133090547523e+01
 2.480000000000000e+00,-3.848091186102597e+01
 2.490000000000000e+00,-3.683697022348889e+01
 2.500000000000000e+00,-3.560240644985783e+01
 2.510000000000000e+00,-3.517821485907202e+01
 2.520000000000000e+00,-3.622712727256317e+01
 2.530000000000000e+00,-4.003006529851031e+01
 2.540000000000000e+00,-4.246650637313994e+01
 2.550000000000000e+00,-4.181168298017085e+01
 2.560000000000000e+00,-4.041018962887924e+01
 2.570000000000000e+00,-3.739987631519511e+01
 2.580000000000000e+00,-3.481716477241756e+01
 2.590000000000000e+00,-3.219940410849399e+01
 2.600000000000000e+00,-2.960016562178552e+01
 2.609999999999999e+00,-2.724777062165585e+01
 2.620000000000000e+00,-2.528351482142694e+01
 2.630000000000000e+00,-2.347471279189388e+01
 2.640000000000000e+00,-2.200814985582404e+01
 2.650000000000000e+00,-2.079759931491487e+01
 2.660000000000000e+00,-1.979912002497129e+01
 2.670000000000000e+00,-1.890108764263524e+01
 2.680000000000000e+00,-1.802529139669060e+01
 2.690000000000000e+00,-1.722012542232912e+01
 2.700000000000000e+00,-1.649450264495161e+01
 2.710000000000000e+00,-1.595862175225168e+01
 2.720000000000000e+00,-1.564036650058143e+01
 2.730000000000000e+00,-1.566369107905142e+01
 2.740000000000000e+00,-1.562853265754728e+01
 2.750000000000000e+00,-1.522398897721025e+01
 2.760000000000000e+00,-1.430368147191063e+01
 2.770000000000000e+00,-1.292062691560411e+01
 2.780000000000000e+00,-1.128955803818018e+01
 2.790000000000000e+00,-9.644709471360530e+00
 2.800000000000000e+00,-8.137316933425781e+00
 2.810000000000000e+00,-6.839319959038296e+00
 2.819999999999999e+00,-5.790737026335704e+00
 2.830000000000000e+00,-5.010947888227381e+00
 2.840000000000000e+00,-4.465460328825110e+00
 2.850000000000000e+00,-4.080637033362416e+00
 2.860000000000000e+00,-3.907810225963159e+00
 2.870000000000000e+00,-3.693270326125274e+00
 2.880000000000000e+00,-3.423615409163966e+00
 2.890000000000000e+00,-2.896344313016272e+00
 2.899999999999999e+00,-2.054544933255604e+00
 2.910000000000000e+00,-6.140046481703786e-01
 2.920000000000000e+00, 1.785699607686316e+00
 2.930000000000000e+00, 5.518556319154028e+00
 2.940000000000000e+00, 1.091304588154192e+01
 2.950000000000000e+00, 1.803894780253886e+01
 2.960000000000000e+00, 2.577213600023324e+01
 2.970000000000000e+00, 3.399499345463478e+01
 2.980000000000000e+00, 4.021732655937307e+01
 2.990000000000000e+00, 4.629955457194863e+01
 3.000000000000000e+00, 5.153384070657331e+01
 3.010000000000000e+00, 5.525994645074162e+01
 3.020000000000000e+00, 5.733864080364049e+01
 3.029999999999999e+00, 5.809223816049101e+01
 3.040000000000000e+00, 5.639445699962146e+01
 3.050000000000000e+00, 4.925319784025854e+01
 3.060000000000000e+00, 8.151442491597540e+01
 3.069999999999999e+00, 7.666826285123919e+01
 3.079999999999999e+00, 5.950708069770882e+01
 3.090000000000000e+00, 2.258917677045348e+01
 3.100000000000000e+00, 9.920653585255760e+00
 3.109999999999999e+00, 6.006481102331247e+00
 3.120000000000000e+00, 3.329252553448472e+01
 3.130000000000000e+00, 4.999243062918316e+01
 3.140000000000000e+00, 6.159349041847287e+01
 3.149999999999999e+00, 6.360950082352740e+01
 3.160000000000000e+00, 5.585033715612050e+01
 3.170000000000000e+00, 4.992725345994546e+01
 3.180000000000000e+00, 4.617161198423027e+01
 3.190000000000000e+00, 4.371334037590156e+01
 3.200000000000000e+00, 4.379718942091407e+01
 3.210000000000000e+00, 4.879863905429280e+01
 3.220000000000000e+00, 3.742837492700475e+01
 3.230000000000000e+00, 3.819181876626677e+01
 3.239999999999999e+00, 1.000293045299333e+01
 3.250000000000000e+00, 7.592248852838306e+00
 3.260000000000000e+00, 6.847066664915705e+00
 3.270000000000000e+00, 6.225451776990647e+00
 3.279999999999999e+00, 5.967001719364442e+00
 3.290000000000000e+00, 5.768268089842417e+00
 3.300000000000000e+00, 5.696912798999572e+00
 3.310000000000000e+00, 5.789011337477747e+00
 3.319999999999999e+00, 5.838879130507324e+00
 3.330000000000000e+00, 5.813660969286808e+00
 3.340000000000000e+00, 5.699923987186707e+00
 3.350000000000000e+00, 5.455643915647070e+00
 3.360000000000000e+00, 4.930594873804762e+00
 3.370000000000000e+00, 4.477328090062536e+00
 3.380000000000000e+00, 4.176862903404619e+00
 3.390000000000000e+00, 3.844139577798715e+00
 3.399999999999999e+00, 3.386593938066783e+00
 3.410000000000000e+00, 3.068757558504346e+00
 3.420000000000000e+00, 2.920115016894021e+00
 3.430000000000000e+00, 2.941854044795519e+00
